Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
2001-08-31,21.483957,17.194273000000003,21.159603,11.586829,21.425362,20.485041,15.17961,18.630835,16.476959
2001-09-04,21.598026,17.214766,21.284813,11.538311,21.331833,20.293797,15.17961,18.226167999999998,16.64854
2001-09-05,21.606171,17.829582000000002,21.358456,11.467737,21.34742,20.345285,15.373601,18.072395,16.548914
2001-09-06,20.824043,17.283082999999998,21.211154999999998,11.203097999999999,20.723907,19.992222,14.992545000000002,17.214499,16.421618
2001-09-07,20.06636,17.009829,21.196436,10.982567999999999,20.318624,19.492048,14.521436999999999,17.012176999999998,16.399473
2001-09-10,19.895273,17.38555,21.26272,11.00462,20.053642,19.455275,14.237378,17.376375,16.670679
2001-09-17,18.045876,17.371887,20.828176000000003,10.519446,18.377958,17.653173000000002,13.184299,16.267582,16.521242
2001-09-18,18.151796,17.160122,19.819183,10.387122999999999,18.042816000000002,17.40309,13.163507000000001,16.121906,16.637476
2001-09-19,17.736286,16.941519,19.104773,10.312141,17.746643,16.969117999999998,12.95567,15.976223999999998,16.510170000000002
2001-09-20,17.125261,16.599953,18.567129,9.857842999999999,17.068581,15.998189000000002,12.463769000000001,15.280197,16.720491
2001-09-21,17.201248,16.111334,18.575277,9.70234,17.122385,16.013706,12.301378999999999,14.843157000000001,16.246973
2001-09-24,18.149160000000002,16.330629000000002,18.086447,10.207396000000001,17.652584,17.084723999999998,12.886828999999999,15.676770000000001,16.302744
2001-09-25,18.198179,16.412872,17.886473000000002,10.371319,17.527838,17.195526,12.921675,15.822447,16.548157
2001-09-26,18.255384,16.693844,17.760565,10.473208999999999,17.691572,16.892691,12.817131,15.28829,16.152155
2001-09-27,18.30442,17.022787,18.464185999999998,10.645997,17.964468,17.077348999999998,12.956524,15.166897,15.95137
2001-09-28,18.770204999999997,17.173553,19.123354,10.933957000000001,18.323137,17.483601,13.381672,15.579649,16.319481
2001-10-01,18.753851,17.317470999999998,18.856718,10.902949000000001,17.980055,17.328484,13.423488,15.377310999999999,16.458911999999998
2001-10-02,19.276838,17.440815,19.271481,11.053579,18.213966,17.668259,13.479244,15.361127,16.637392000000002
2001-10-03,19.95508,17.296904,19.538104999999998,11.230791,18.892319,18.096666,13.646514000000002,16.388987,16.815866
2001-10-04,19.530155,17.235235,19.997307,11.142188,18.837734,18.118824,13.409548999999998,16.736994,16.648546
2001-10-05,19.693588000000002,17.420254,20.145435,10.836492999999999,18.635019,18.10405,13.646514000000002,16.728904999999997,16.682005
2001-10-08,19.29319,17.385988,20.182463000000002,10.592829,18.494669000000002,17.889851,13.360764000000001,16.842213,16.838176999999998
2001-10-09,19.309525,17.296904,20.219498,10.681431,18.323137,17.82338,13.486217000000002,16.453735,16.754514999999998
2001-10-10,20.110352,17.509342,21.115675,10.849788,18.720785,18.148369,13.855607999999998,16.96361,16.787981
2001-10-11,20.755901,17.385988,21.108265,11.022568,19.165222,18.687576,14.308629000000002,17.781038,16.54257
2001-10-12,20.306463,17.372288,20.967545,10.849788,18.993679,18.510303,14.078631,17.740572,16.431019
2001-10-15,20.249261999999998,17.447672,20.582417,10.898521,19.063856,18.635868,14.085595999999999,17.619169,16.403139000000003
2001-10-16,20.453554,17.351728,20.826824,11.07573,19.250984,18.591555,14.204082000000001,17.805315,16.525837
2001-10-17,19.938734,17.207817000000002,20.723131,10.964971,18.674001999999998,18.155758,13.932271,16.995981,16.509109
2001-10-18,19.938734,17.338017999999998,19.886211,10.951684,18.377708,18.081898000000002,13.91136,16.955519,16.1912
2001-10-19,19.660913,17.54361,19.960272,10.774472,18.315338,17.978485,13.73712,17.182131,16.470064
2001-10-22,20.102173,17.714931,20.204689000000002,11.035858000000001,18.829945000000002,18.355192000000002,14.057725,17.586803,16.157738000000002
