Date,0005,0992,1299,0027
6/8/2017,68.057549,4.871001,55.557076,47.450001
6/9/2017,67.663002,4.861543,56.054901,47.099998
6/12/2017,67.515053,4.833168,55.357944,47.349998
6/13/2017,67.663002,4.852085,55.805988,48.599998
6/14/2017,67.613701,4.852085,55.706425,48.349998
6/15/2017,66.873932,4.795336,55.308163,47.400002
6/16/2017,67.41642,4.776419,55.656643,47.049999
6/19/2017,67.958908,4.748044,56.801636,47.849998
6/20/2017,67.564369,4.748044,56.851418,48.599998
6/21/2017,66.972572,4.757503,56.353592,48.099998
6/22/2017,66.725983,4.766961,57.150112,47.950001
6/23/2017,66.873932,4.757503,57.199894,47.150002
6/26/2017,67.219154,4.757503,57.747498,48.099998
6/27/2017,67.268463,4.729127,57.647938,47.549999
6/28/2017,67.564369,4.710211,57.000763,47.049999
6/29/2017,71.805641,4.700753,57.399025,47.599998
6/30/2017,71.657684,4.66292,56.801636,47.400002
7/3/2017,72.545403,4.700753,56.005119,46.349998
7/4/2017,72.298805,4.681836,54.561428,44.700001
7/5/2017,72.594704,4.691295,55.258381,45.25
7/6/2017,72.348129,4.710211,55.357944,46.049999
7/7/2017,72.150856,4.700753,55.109035,45.849998
7/10/2017,73.581055,4.725416,56.005119,46.400002
7/11/2017,74.02491,4.735281,57.349239,46.599998
7/12/2017,73.679688,4.764876,58.14576,46.599998
7/13/2017,74.074226,4.804337,58.444454,47.400002
7/14/2017,74.123543,4.794472,57.847061,46.849998
7/17/2017,74.320808,4.794472,57.99641,45.349998
7/18/2017,74.320808,4.774742,58.494232,45.799999
7/19/2017,73.92627,4.784606,58.095974,46.299999
7/20/2017,74.320808,4.784606,59.04184,45.849998
7/21/2017,74.074226,4.883258,58.593796,46.150002
7/24/2017,73.975594,4.883258,58.643581,47.799999
7/25/2017,75.652367,4.853663,58.693363,47.900002
7/26/2017,75.504417,4.833932,59.390316,46.950001
7/27/2017,75.84964,4.814202,60.435745,47.549999
7/28/2017,75.405777,4.764876,59.240971,47.950001
7/31/2017,77.378464,4.774742,61.282043,48.349998
8/1/2017,77.773003,4.764876,61.680305,47.700001
8/2/2017,78.266174,4.764876,61.331825,47.099998
8/3/2017,77.948677,4.764876,61.232262,47.75
8/4/2017,78.197716,4.764876,60.684658,47.650002
8/7/2017,78.048302,4.764876,60.385963,47.5
8/8/2017,78.048302,4.764876,61.232262,48.650002
8/9/2017,77.350998,4.764876,60.037487,48.599998
8/10/2017,76.205421,4.725416,59.738792,47.75
8/11/2017,74.462166,4.666224,58.593796,46
8/14/2017,75.209274,4.646494,59.25,46.349998
8/15/2017,74.761009,4.616899,59.549999,46.049999
8/16/2017,74.960236,4.626764,59.849998,46.900002
8/17/2017,74.312737,4.656359,58.849998,47.5
8/18/2017,73.515823,4.498517,58.25,47.700001
8/21/2017,73.466011,4.380135,58.099998,47.299999
8/22/2017,74.213127,4.301214,58.700001,48.150002
8/23/2017,74.213127,4.301214,58.700001,48.150002
8/24/2017,74.063698,4.271618,59.25,47.849998
8/25/2017,74.711197,4.281483,59.75,47.150002
8/28/2017,75.010048,4.232157,59.799999,46.549999
8/29/2017,74.511971,4.222292,59.25,47.799999
8/30/2017,75.956383,4.251887,60,48.25
8/31/2017,75.707344,4.222292,60.049999,49.099998
9/1/2017,75.607735,4.192697,60.5,51
9/4/2017,75.408501,4.143371,60.599998,51.700001
9/5/2017,75.209274,4.143371,60.200001,51.049999
9/6/2017,74.262932,4.133506,59.849998,51.200001
9/7/2017,73.864479,4.094045,58.799999,51.349998
9/8/2017,74.163315,4.12364,58.799999,51.200001
9/11/2017,75.159462,4.182831,59.700001,51.5
